,link,product_name,product_description,currency,price,sale,whatsapp_number
10,https://citycenter.jo/asus-rog-strix-z890-a-gaming-wi-fi-lga-1851-atx-motherboard-intel-z890-chipset-4x-ddr5-dimm-slots-up-to-192gb-max-memory-wi-fi-7-bt-5-4-pcie-5-0-x16-slot-5x-m-2-slots-white?search=%20&page=25,"ASUS ROG Strix Z890-A Gaming Wi-Fi LGA 1851 ATX Motherboard, Intel Z890 Chipset, 4x DDR5 DIMM Slots, Up to 192GB Max Memory, Wi-Fi 7 & BT 5.4, PCIe 5.0 x16 Slot, 5x M.2 Slots, White","['Ready for Advanced AI PCs: Designed for the future of AI computing, with the power and connectivity needed for demanding AI applications', 'Intel LGA 1851 Socket: Ready for Intel Core Ultra processors (Series 2)', 'Exclusive AI Technologies: NPU Boost, ASUS AI Advisor, ASUS-exclusive AI Overclocking, AI Cooling II, AI Networking II', 'Robust Power Solution: 16(90A)+2(90A)+1(90A)+2(80A) power stages with ProCool II power connectors, MicroFine alloy chokes and premium metallic capacitors', 'Optimized Thermal Design: Massive heatsinks with integrated I/O cover, high-conductivity thermal pads, and connected with an L-shaped heatpipe', 'Latest M.2 Support: One PCIe 5.0 M.2 slots and four PCIe 4.0 M.2 slots, all with substantial cooling solutions', 'Abundant Connectivity: Dual Thunderbolt 4 USB Type-C ports, USB 10Gbps Type-C rear I/O port with up to 30-watt Power Delivery fast charging plus USB Wattage Watcher, five additional USB 10Gbps ports, PCIe 5.0 x16 SafeSlot, and full support for next-gen graphics card, HDMI 2.1 and DisplayPort 1.4']",JOD,379.00,,+962796802525
11,https://citycenter.jo/kensington-k72426am-presenter-expert-green-laser?search=%20&page=332,Kensington K72426AM Presenter Expert Green Laser,"2.4GHz Wireless
Storable USB Receiver
Wireless Range up to 150'
Green Laser Pointer
10x Brighter Than Red Pointers
Presenter Mode / Cursor Control Mode
Backlit Buttons
Low Battery Indicator
On/Off Switch
Carry Pouch Included",JOD,59.00,,+962796802525
12,https://citycenter.jo/lenovo-yoga-6-2022-new-5gen-amd-ryzen-7-8-cores-touch-2-in-1-dark-teal-w-aluminum-top-cover?search=%20&page=368,Lenovo YOGA 6 (2022) NEW 5Gen AMD Ryzen 7 8-Cores Touch 2-in-1 Dark Teal w/ Aluminum Top Cover,"Lenovo YOGA 6 (2022) NEW 5Gen AMD Ryzen 7 up to 4.3GHz 8-Cores 12M Cash , 16GB Soldered LPDDR4x-4266 , 1TB SSD M.2 2242 PCIe 3.0x4 NVMe , 13.3"" IPS WUXGA Full HD+ (1920x1200) IPS 300nits Glossy 100% sRGB Dolby Vision TÜV Low Blue Light Multi Touch Display , AMD Vega Graphic Card , Full HD Camera , Wireless , Bluetooth , Backlit Arabic / English Keyboard , Windows 11 Home",JOD,699.00,649.00,+962796802525
13,https://citycenter.jo/apple-smart-folio-for-ipad-pro-12-9-inch-6th-5th-4th-and-3rd-generation-deep-navy?search=%20&page=210,"Apple Smart Folio for iPad Pro 12.9-inch (6th, 5th, 4th and 3rd Generation) - Deep Navy","Protects the front and back of your deviceAuto on/off function when opened and closedSoft interior lining protects against scratchesAllows access to all ports and functionalityBuilt in stand enables reading, viewing and typing modes",JOD,25.00,19.00,+962796802525
14,https://citycenter.jo/product/search?search=%20&page=308,,,,,,
15,https://citycenter.jo/msi-suprim-liquid-x-geforce-rtx-4090-24gb-gdrr6x-384-bit-pci-express-4-0-video-card?search=%20&page=406,MSI SUPRIM Liquid X GeForce RTX 4090 24GB GDRR6X 384-Bit PCI Express 4.0 Video Card,[],JOD,"1,799.00",,+962796802525
16,https://citycenter.jo/apple-ipad-air-5th-generation-2022-m1-8-cores-10-9-64gb-wifi-blue?search=%20&page=200,"Apple iPad Air 5th Generation (2022) M1 8-Cores 10.9"" (64GB) Wifi  ((Open Box)) - Blue","Apple iPad Air 5th Generation (2022) M1 up to 3.2Ghz 8-Cores Total L1/L2/L3 34M Cash , 8GB RAM , 64GB Storage , 10.9""  Liquid Retina ( 2360x1640 ) 264 ppi 500 nits Display  , Apple M1 8-Core Graphic Card , 12 MP Rear & 12 MP Front Camera , WIFI , Bluetooth 5.0 , Li-Po 28.6 WHR Battery , iPadOS 15.4 (19E241)",JOD,499.00,399.00,+962796802525
17,https://citycenter.jo/mpow-air-se-headset-3d-surround-in-line-control-for-pc-ps4-ps5-xbox-switch-red?search=%20&page=394,"Mpow Air SE Headset 3D Surround In-Line Control For PC/PS4/PS5/Xbox/Switch , Red","● Multi-Platform Compatibility Mpow Headset Surround Sound Gaming Designed to be an essential gaming device. Versatile 3.5mm jack makes it perfect for using PC and Mac, including PS4 Pro and PS4 consoles, Xbox One, Nintendo Switch, iPad,, mobile phones, etc. Tips: You need a Microsoft adapter (not included) for older Xbox One models. . ● For Gaming Surround Sound Dual 50mm provides 3D surround sound with better BASS response. Hear enemy footsteps, gunfire and other environmental cues with clarity to give you a competitive advantage in battle. ● Crafted for Comfort Mpow gaming headsets are designed with plush memory foam earpads, which conform to the shape for ultimate comfort. Adjustable headband provides lasting comfort for hours of gaming experience. Sturdy steel sliders and aluminum make the Mpow headset many years of normal use.● Noise Canceling Mic The microphone cancels outside noise for crystal clear communication, so voice commands are always heard by your teammates. Perfect for Discord, Skype, TeamSpeak, etc. You can position the 360° rotatable microphone accordingly. You need for better pickup ● Audio control cable. Easily adjust the microphone and volume while playing games through the control box. Perfect for Halo 5 Guardians, Metal Gear Solid, Call of Duty, Star Wars Battlefront, etc.The 7.2ft (2.2m) tangle-free nylon cord provides enough freedom to move around during gameplay.",JOD,39.00,25.00,+962796802525
18,https://citycenter.jo/victus-by-hp-2023-15-fa1023ne-new-13gen-intel-core-i7-14-cores-w-rtx-4050-6gb-144hz-display-white?search=%20&page=465,Victus by HP (2023) 15-fa1023ne NEW 13Gen Intel Core i7 14-Cores w/ RTX 4050 6GB & 144Hz Display - White,"Victus by HP (2023) 15-fa1023ne 13Gen Core i7 13700H 14-Core up to 5.0GHz 24M Cashe , 16 GB DDR4-3200 MHz RAM , 512 GB PCIe® NVMe™ M.2 SSD ,  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated) ,  15.6"" IPS Full HD 144Hz 250 nits Anti-glare , Camera , Wireless , Backlit Arabic/English  , Windows 11 Home",JOD,949.00,849.00,+962796802525
19,https://citycenter.jo/cc-power-5070-101-gaming-pc-new-14gen-intel-i7-20-cores-w-nvidia-rtx-5070-12gb-ddr7-w-advanced-air-cooler?search=%20&page=35,CC Power 5070-101 Gaming PC NEW 14Gen Intel I7 20-Cores w/ Nvidia RTX 5070 12GB DDR7 w/ Advanced Air Cooler,"Intel NEW 14Gen Core i7-14700F 20-Cores up to 5.4 GHz L2+L3 61MB Cache , Thermalright Assassin 120 CPU Air Cooler, Kingston FURY Beast RGB 32GB (2 x 16GB) 5600MHz DDR5, MSI B760M BOMBER WIFI DDR5 Intel 14th/13th Gen PCIe 4.0 DDR5,  Nvidia GeForce RTX 5070 12GB GDDR7 OC Edition  , DeepCool CG530 4F Panoramic ATX Mid-Tower Case 4x Pre Installed , Deepcool PL650D 80 PLUS Bronze 650w Non-Modular ATX12V V3.0 , WD Blue SN5000 1TB NVMe M.2 SSD PCIe Gen 4.0 Up to 5,150 MB/s , Dos",JOD,"1,299.00","1,249.00",+962796802525
20,https://citycenter.jo/asus-rog-swift-pg348q-4k-100hz-w-g-sync-gaming-monitor-free-call-of-duty-code?search=%20&page=230,"ASUS ROG Swift PG348Q 4K , 100Hz w/ G.Sync Gaming Monitor","34-inch Ultra-wide QHD (3440 x 1440) curved , NVIDIA G-SYNC display technology and a 100Hz refresh rate , New ROG Armor Titanium and Plasma Copper color scheme and built-in LED effects",JOD,"1,075.00",799.00,+962796802525
21,https://citycenter.jo/samsung-galaxy-tab-s9-fe-10-9-90hz-android-wifi-6-tablet-w-ip68-rating-45w-fast-charging-s-pen-included-grey?search=%20&page=437,"Samsung Galaxy Tab S9 FE 10.9"" 90Hz Android WIFI 6 Tablet w/ IP68 Rating & 45W Fast Charging (S Pen Included) - Grey","Samsung Exynos 1380 Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) , 6GB RAM , 128GB Storage , 10.9"" IPS WUXGA+ (2304x1440) 90Hz Display , Mali-G68 MP5 , Rear 8MP (Main) + Front 12MP Cameras , WIFI 6  , Bluetooth 5.3 , Li-Po 8,000mAh Battery , Android 13",JOD,349.00,289.00,+962796802525
22,https://citycenter.jo/skullcandy-dime-3-wireless-earbuds-bluetooth-headphones-noise-isolating-fit-up-to-20-hours-battery-microphone-for-iphone-android-easy-carry-with-integrated-lanyard-preppy-blue?search=%20&page=151,"Skullcandy Dime 3 Wireless Earbuds, Bluetooth Headphones, Noise Isolating Fit, Up to 20 Hours Battery, Microphone for iPhone Android, Easy Carry with Integrated Lanyard - Preppy Blue","['Supreme Audio - workout, relax, skate listening favorite tunes. Hear every beat of your music and let the bass blow UP. We put a mic in each bud allowing you to have 1 bud in and leave the other in the case, call and hear outside sound at the same time', 'Latest Sound Tech - Stay-Aware Mode to allow you to stay tuned-in to the world around you. 3 preset EQ modes optimize audio for any media. Clear Voice Smart Mic uses AI to isolate the speaker’s voice and cut out background noise.', 'Hours of Power - We built Dime 3 with a small, efficient battery that cuts its carbon footprint to less than half that of other earbuds. It delivers 8 hours of listening time in the bud and 2 full charges in the case for a full 20 hours of battery life', 'Never lost with Tile - With Tile technology, Skullcandy makes it super easy to track down either earbud and keep your gadgets safe. Download the Tile app and follow the instructions to activate', 'Multipoint Pairing - Allows you to pair your earbuds to two devices at once. Connections are managed automatically. If you get a call while watching a movie on your laptop, your connection will switch to the call on your phone.']",JOD,29.00,,+962796802525
23,https://citycenter.jo/mcdodo-mc-0692-gopower-magnetic-digital-display-power-bank-10000mah-blue?search=%20&page=387,Mcdodo MC-0692 Gopower Magnetic Digital Display Power Bank 10000mAh - (Blue),"Strong & Stable SuctionSuper Battery LifeWired/Wireless Charging Two Modes, Quick ChargeLED Digital DisplayUse Self-Charging & Wireless Charging At The The Same TimeSmart Temperature ControlWith Magnetic CaseMultiple Compatibility iOS/Android/EarphonePC Material",JOD,27.00,,+962796802525
24,https://citycenter.jo/hp-laserjet-enterprise-m612dn-monochrome-printer-with-built-in-ethernet-2-sided-printing-up-to-75-ppm-white?search=%20&page=70,HP LaserJet Enterprise M612dn Monochrome Printer with built-in Ethernet & 2-sided printing up to 75 ppm -  White,"['World’s most secure printing: Print consistently high-quality, 2-sided documents with the HP LaserJet Enterprise M612dn, a monochrome duplex laser printer with JetIntelligence designed to combine performance, energy efficiency, and security', 'Self-repair from hacks: With HP Sure Start, this monochrome printer regularly checks its operating code at start-up and repairs itself from attempted hacks', 'Centralize printing control: Help build business efficiency with HP Web JetAdmin by easily adding new devices and third-party solutions, updating features, and applying corporate policies', 'High-speed performance: Keep your business moving and productive with a 650-sheet total input tray capacity, a 4.3"" color touchscreen, first page out as fast as 5.1 seconds, and print speeds of up to 75 ppm', 'Energy-efficient: This black and white laser printer uses low amounts of energy thanks to its innovative design and toner technology', '2-sided prints at the speed of 1: Speed through tasks and save paper by printing two-sided documents nearly as fast as single-sided', 'Performance and protection you can count on: Produce sharp text, bold blacks, and crisp graphics with Original HP 147A toner cartridges with JetIntelligence, designed to help protect your printer with anti-fraud and cartridge authentication technology']",JOD,699.00,,+962796802525
25,https://citycenter.jo/wiwu-ch-010-car-mount-cell-phone-holder-hands-free-mobile-stand?search=%20&page=474,WiWU CH-010 Car Mount Cell Phone Holder Hands Free Mobile Stand,"['Easily mount your phone in your car with the WiWU CH010 Car Mount Cell Phone Holder. Experience hands-free convenience while driving, allowing you to focus on the road. The sturdy design ensures your phone stays in place, providing a safe and secure way to use your phone on the go.']",JOD,6.00,,+962796802525
26,https://citycenter.jo/msi-vigor-gk30-gaming-keyboard-gm11-mouse-combo-arabic-english?search=%20&page=407,MSI Vigor GK30 Gaming Keyboard & GM11 Mouse COMBO Arabic & English,"Immediately up your game with the Vigor GK30 Gaming Keyboard and GM11 Mouse Combo from MSI. The GK30 brings satisfying tactile feedback, improved stability, and water resistance while the GM11 offers adjustable DPI settings and an ambidextrous design. Together, they are designed to deliver an enhanced gaming experience. Both are compatible with Windows 7, 8, and 10, as well as MSI's Dragon Center Software.",JOD,45.00,,+962796802525
27,https://citycenter.jo/hyperx-hxmc004b-pulsefire-core-rgb-gaming-mouse?search=%20&page=322,HyperX HXMC004B Pulsefire Core RGB Gaming Mouse,"- Pixart 3327 optical sensor with native DPI of up to 6,200
- Comfortable symmetric design
- Seven programmable buttons
- Easy customisation with HyperX NGenuity software
- Large mouse skates for smooth, controlled gliding",JOD,29.00,20.00,+962796802525
28,https://citycenter.jo/asus-tuf-gaming-geforce-rtx-3080-v2-10gb-oc-edition-320-bit-gddr6x?search=%20&page=234,ASUS TUF Gaming GeForce RTX 3080 V2 10GB OC Edition 320-Bit GDDR6X,10GB 320-Bit GDDR6X2 x HDMI 2.1 3 x DisplayPort 1.4a8704 CUDA CoresPCI Express 4.0 x16,JOD,699.00,599.00,+962796802525
29,https://citycenter.jo/blackview-bv6300-pro-unlocked-rugged-smartphone-6gb-128gb-waterproof-smartphone-5-7-hd-display-4380mah-battery?search=%20&page=31,"Blackview BV6300 Pro Unlocked Rugged Smartphone (6GB/128GB) Waterproof Smartphone 5.7"" HD+ Display 4380mAh Battery","Blackview BV6300 Pro Rugged Mediatek MT6771T Helio P70 Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53) , 6GB RAM , 128GB Storage , 5.7"" IPS LCD (720x1440) 18:9 ratio (~282 ppi density) Corning Gorilla Glass 3 , Mali-G72 MP3 , 16 MP Rear & 13 MP Camera Front , LTE/WIFI  , Bluetooth 5.0 , 4,320 mAh Battery , Android 10",JOD,119.00,,+962796802525
30,https://citycenter.jo/tp-link-ls108gp-8-port-poe-gigabit-ethernet-switch-62w-extend-mode-poe-auto-recovery-desktop-wall-mount-silent-operation?search=%20&page=460,TP-Link LS108GP 8 Port PoE Gigabit Ethernet Switch 62W Extend Mode PoE Auto Recovery Desktop/Wall Mount Silent Operation,[],JOD,30.00,,+962796802525
31,https://citycenter.jo/fsp-hyber-s-hp600s-600w-80-atx-power-supply-black?search=%20&page=282,FSP HYBER S HP600S 600W 80+ ATX Power Supply Black,"Complies with ATX 12V v2.4 & EPS 12V v2.92Meets 85% EfficiencyActive PFC, Power Factor ≧ 99%+12V Single Rail DesignPCI-Express 6+2 Pin Graphic Card ConnectorsSATA Array CableAll Sleeved Cables120mm Quiet FanComplete Protections: OCP, OVP, SCPMeet ErP/EuP 2013 StandardLatest Intel Platform ReadyMultiple Safety Approvals",JOD,49.00,,+962796802525
32,https://citycenter.jo/netgear-xr1000-nighthawk-pro-gaming-wifi-6-ax5400-gigabit-dual-band-wireless-speed-up-to-5-4gbps-with-dumaos-3-0-optimizes-lag-free-server-connections-router?search=%20&page=125,NETGEAR (XR1000) Nighthawk Pro Gaming WiFi 6 AX5400 Gigabit Dual Band Wireless Speed (up to 5.4Gbps) with DumaOS 3.0 Optimizes Lag-Free Server Connections Router,"['Powered by DumaOS 3.0. Reduce ping rates up to 93% and enjoy faster, lag-free online gaming and smoother streaming with this Router OS built especially for gamers', 'Fast AX5400 dual-band WiFi 6 performance with up to 4x more device capacity than AC routers', 'Works with any wired Ethernet or wireless gaming device including PCs, Xbox, PlayStation & Nintendo Switch consoles', 'Plug in computers, game consoles, streaming players and more with 4 x 1 G Ethernet ports', 'Share a storage drive with any connected device using the 1 x 3.0 USB port', 'NETGEAR Armor software provides an automatic shield of security for your WiFi and connected devices for real-time protection against hackers and added privacy with VPN. 30-day trial included', 'NETGEAR routers are secure out of the box and built to stay that way with automatic firmware updates and industry-leading safety features to help protect you and your family']",JOD,229.00,,+962796802525
33,https://citycenter.jo/account/account,,,,,,
34,https://citycenter.jo/cc-power-5060ti-102-gaming-pc-new-14gen-intel-i5-14400f-10-cores-w-nvidia-rtx-5060-ti-8gb-ddr6-w-ddr5-memory-advanced-air-cooler?search=%20&page=34,CC Power 5060TI-102 Gaming PC NEW 14Gen Intel I5 14400F 10-Cores w/ Nvidia RTX 5060 TI 16GB DDR7 w/ DDR5 Memory & Advanced Air Cooler,"Intel NEW 14Gen Core i5-14400F 10-Cores up to 4.7GHz L2+L3 29.5MB Cache , DEEPCOOL GAMMAXX AG300 CPU Air Cooler 3 Heatpipes Full Nickel , Kingston FURY Beast RGB 16GB (2 x 8GB) 5200MHz DDR5, MSI PRO B760M-E DDR5 Intel 13th Gen Motherboard PCIe 4.0 DDR5 ,  Nvidia GeForce RTX™ 5060 Ti 16GB GDDR7 OC Edition  , Raidmax Infinita i800CWF Chrome ATX Tempered Glass 4x 120mm ARGB Fan , Deepcool PL650D 80 PLUS Bronze 650w Non-Modular ATX12V V3.0 , WD Blue SN5000 1TB NVMe PCIe Gen 4.0 M.2Up to 5,150 MB/s , Dos",JOD,869.00,849.00,+962796802525
35,https://citycenter.jo/hp-m476dw-color-laserjet-pro-all-in-one-laser-printer?search=%20&page=306,HP M476dw Color LaserJet Pro All-in-One Laser Printer,"Print, Scan, Copy, Fax ,Maximum Print Resolution: 600 x 600 dpi,Print Speed: 21 ppm,Maximum Scan Resolution: 1200 x 1200 dpi,Scan Speed: 17 ppm B&W / 13 ppm Color",JOD,515.00,475.00,+962796802525
36,https://citycenter.jo/asus-the-prime-geforce-rtx-5070-oc-edition-12gb-gddr7-graphics-card-pcie-5-0-12gb-gddr7-hdmi-dp-2-1-2-5-slot-axial-tech-fans-dual-bios?search=%20&page=26,"ASUS The Prime GeForce RTX™ 5070 OC Edition 12GB GDDR7 Graphics Card (PCIe® 5.0, 12GB GDDR7, HDMI®/DP 2.1, 2.5-Slot, Axial-tech Fans, Dual BIOS)","['Powered by the NVIDIA Blackwell architecture and DLSS 4', 'SFF-Ready enthusiast GeForce card compatible with small-form-factor builds', 'Axial-tech fans feature a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure', 'Phase-change GPU thermal pad helps ensure optimal heat transfer, lowering GPU temperatures for enhanced performance and reliability', '2.5-slot design allows for greater build compatibility while maintaining cooling performance', 'Dual-ball fan bearings last up to twice as long as standard sleeve bearings', '0dB technology lets you enjoy light gaming in relative silence']",JOD,649.00,619.00,+962796802525
37,https://citycenter.jo/mcdodo-ca-1940-digital-hd-silicone-type-c-to-type-c-100w-data-cable-1-2m-purple?search=%20&page=108,Mcdodo CA-1940 Digital HD Silicone Type-C To Type-C 100W Data Cable 1.2M - Purple,"['MCDODO CA1940 Digital HD Silicone Type-C To Type-C 100W Data Cable 1.2M', 'With high power fast charger support quick charging for laptop, tablet, switch and other devices.', '100W PD High Power Max 5A Current', '480Mbps data transmission, charge/data transfer fast.']",JOD,7.00,,+962796802525
